publication_id,title,publication_year,publication_type,venue,doi,publication_url,openalex_work_id,cited_by_count,is_open_access,oa_status,source_name,abstract,abstract_len,venue_name,venue_type,language,topic_1,topic_1_score,topic_2,topic_3,subfield,field,domain,topics_all,keywords,concepts,author_institutions,institution_countries,n_authors,referenced_works_count,oa_url,has_rvce_author,is_recent,attribution_confidence
W4389400770,"Real Time Network Traffic Analysis Using Artificial Intelligence, Machine Learning and Deep Learning: A Review of Methods, Tools and Applications",2023,conference-paper,,10.1109/icssas57918.2023.10331855,https://doi.org/10.1109/icssas57918.2023.10331855,https://openalex.org/W4389400770,9,False,closed,OpenAlex,"In order to spot potential security threats or performance problems, Network Traffic Analysis (NTA) involves monitoring and analyzing network traffic. However, Machine Learning (ML) methods are frequently used to automate NTA. Network traffic classification, anomaly detection, and malicious activity detection can all be done using ML techniques. In order to enhance network performance, they can also be utilized to forecast future traffic patterns. ML algorithms come in a variety of forms and can be applied to NTA. Support vector machines (SVM), decision trees, and random forests are the most used methods. Depending on the particular application, an algorithm will be chosen. SVMs, for instance, are frequently used for classification tasks, whereas decision trees are frequently utilized for anomaly detection jobs. Network performance and security can be enhanced using NTA employing ML. It can aid in the detection of possible risks, the prevention of data breaches, and the enhancement of network performance. In the proposed work real time NTA using ML and DL algorithms discussed with tools and applications. Random forest algorithm is implemented and obtained an accuracy of 99.31%. Benefits of applying ML to NTA includes increased accuracy when it comes to spotting dangers and anomalies, ML algorithms have the potential to be more precise than conventional rule-based techniques. Less false positives, ML algorithms can be customized to produce fewer false positives, which can save time and money. Enhanced scalability, ML algorithms can be scaled to manage high levels of network traffic.",1608,,,en,Internet Traffic Analysis and Secure E-voting,0.9999,Network Security and Intrusion Detection,Anomaly Detection Techniques and Applications,Artificial Intelligence,Computer Science,Physical Sciences,Internet Traffic Analysis and Secure E-voting; Network Security and Intrusion Detection; Anomaly Detection Techniques and Applications,Computer science; Support vector machine; Anomaly detection; False positive paradox; Machine learning; Artificial intelligence; Scalability; Decision tree; Random forest; Network security; Data mining; Traffic classification; The Internet; Database,Computer science; Support vector machine; Anomaly detection; False positive paradox; Machine learning; Artificial intelligence; Scalability; Decision tree; Random forest; Network security; Data mining; Traffic classification,R.V. College of Engineering,,5,19,,True,True,high
W4396715076,React Apps with Server-Side Rendering: Next.js,2022,article,Journal of Telecommunication Electronic and Computer Engineering (JTEC),10.54554/jtec.2022.14.04.005,https://doi.org/10.54554/jtec.2022.14.04.005,https://openalex.org/W4396715076,21,True,hybrid,OpenAlex,"Web applications are developed using a variety of different web frameworks, and developers can pick from a wide range of web frameworks when developing a web application. React.js library provides flexibility for building reusable User Interface (UI) Components. It uses the approach of client side rendering, which loads the HTML content using Javascript. The client side rendering causes the page to load slowly and the client communicates with the server for run-time data only. Next.js Framework solves this problem by using server side rendering. When the browser requests a web page, the server processes the web page by fetching the user’s specific data and sending it back to the browser over the internet. Next.js helps the Search engines to crawl the site for better Search Engine Optimization (SEO).",810,Journal of Telecommunication Electronic and Computer Engineering (JTEC),journal,en,IoT and Edge/Fog Computing,0.4605,,,Computer Networks and Communications,Computer Science,Physical Sciences,IoT and Edge/Fog Computing,Computer science; Rendering (computer graphics); Server-side; Operating system; Computer graphics (images),Computer science; Rendering (computer graphics); Server-side; Operating system,R.V. College of Engineering,,5,4,https://doi.org/10.54554/jtec.2022.14.04.005,True,False,high
W3026268822,Review on Cloud Automation Tools,2020,article,International Journal of Engineering Research and,10.17577/ijertv9is050156,https://doi.org/10.17577/ijertv9is050156,https://openalex.org/W3026268822,2,True,hybrid,OpenAlex,"Traditionally enterprise workloads were deployed and managed using manual process. It was time consuming because of the repetitive tasks performed in terms of scaling, configuring and provisioning of the clusters, virtual machines. The cloud automation tools help us to speed the process. There are multiple cloud automation tools, whilst there is no single tool suitable for every situation. This paper summarizes the benefits offered by various cloud automation tools.",470,International Journal of Engineering Research and,journal,en,Cloud Computing and Resource Management,0.9992,IoT and Edge/Fog Computing,Software System Performance and Reliability,Information Systems,Computer Science,Physical Sciences,Cloud Computing and Resource Management; IoT and Edge/Fog Computing; Software System Performance and Reliability,Cloud computing; Automation; Computer science; Engineering; Operating system; Mechanical engineering,Cloud computing; Automation; Computer science,,,2,5,https://www.ijert.org/research/review-on-cloud-automation-tools-IJERTV9IS050156.pdf,False,False,medium
W2943873397,Monitoring and Controlling of Internet of Things(IoT) devices using Message Queuing Telemetry Transport (MQTT) Protocol,2019,article,International journal of advance research and innovative ideas in education,,http://www.ijariie.com/AdminUploadPdf/Monitoring_and_Controlling_of_Internet_of_Things_IoT__devices_using_Message_Queuing_Telemetry_Transport__MQTT___Protocol_ijariie10248.pdf,https://openalex.org/W2943873397,0,False,closed,OpenAlex,"In smart homes, interconnected health monitoring wearables and smart farming monitoring and controlling of those system is challenging process due to lot of human asset requirement, incompatibility of frameworks due to lot of protocols and want of suitable technical solution. In this paper, an IoT based framework using lightweight MQTT protocol to monitor and control of IoT devices is proposed. The proposed work is to design a basic Orange Pi based circuit to persistently watch and peruse the values of sensors that are constantly changed and control the end devices based on the rules pre-configured, in order to get a full-fledged system which not only monitors values but takes action accordingly in real time. In this approach, an embedded framework is utilized to interface the sensors that gather the data of the surrounding environment. In view of the sensor data collected, a proactive prediction algorithm is advanced to implement a solution for any kind of problem. Gathered data is put away in an influx database, it can be queried based on the applicable data requirement. For communication between devices, MQTT protocol is used. This proposed approach would process the data and report it back to the end user by developing a web page. Along with report, it provides users with rule configure option to define control action to be taken based on the sensor data. The proposed solution is cost effective, flexible, scalable and dynamic nature, and thus can be effectively deployed and set-up in any region to monitor and control efficiently.",1559,International journal of advance research and innovative ideas in education,journal,en,IoT-based Smart Home Systems,0.9785,,,Electrical and Electronic Engineering,Engineering,Physical Sciences,IoT-based Smart Home Systems,MQTT; Message queue; Computer science; Interfacing; Scalability; Protocol (science); Process (computing); Computer network; Embedded system; Internet of Things; Database; Computer hardware,MQTT; Message queue; Computer science; Interfacing; Scalability; Protocol (science); Process (computing); Computer network; Embedded system; Internet of Things,R.V. College of Engineering,,6,0,,True,False,high
W2766473441,Antimicrobial Activity and Minimum Inhibition Concentration of Banana Peel,2017,article,International Journal for Research in Applied Science and Engineering Technology,10.22214/ijraset.2017.8202,https://doi.org/10.22214/ijraset.2017.8202,https://openalex.org/W2766473441,0,True,bronze,OpenAlex,"Zone of inhibition was higher in Bacillus subtilis. This study shows antimicrobial activity of banana peel. Least MIC was 15.6 g/ml against Shigellaflexneri, and highest MIC was 1000 g/ml against Serratia marscens.",214,International Journal for Research in Applied Science and Engineering Technology,journal,en,Phytochemicals and Antioxidant Activities,0.9982,Food Science and Nutritional Studies,Botanical Research and Applications,Biochemistry,Medicine,Health Sciences,Phytochemicals and Antioxidant Activities; Food Science and Nutritional Studies; Botanical Research and Applications,Antimicrobial; Banana peel; Chemistry; Food science; Horticulture; Biology; Organic chemistry,Antimicrobial; Banana peel; Chemistry; Food science; Horticulture,,,1,5,https://doi.org/10.22214/ijraset.2017.8202,False,False,medium
W4415333048,Finding Optimal Kernel Size and Dimension in Convolutional Neural Networks An Architecture Optimization Approach,2025,preprint,arXiv (Cornell University),10.48550/arxiv.2506.14846,http://arxiv.org/abs/2506.14846,https://openalex.org/W4415333048,0,True,green,OpenAlex,"Kernel size selection in Convolutional Neural Networks (CNNs) is a critical but often overlooked design decision that affects receptive field, feature extraction, computational cost, and model accuracy. This paper proposes the Best Kernel Size Estimation Function (BKSEF), a mathematically grounded and empirically validated framework for optimal, layer-wise kernel size determination. BKSEF balances information gain, computational efficiency, and accuracy improvements by integrating principles from information theory, signal processing, and learning theory. Extensive experiments on CIFAR-10, CIFAR-100, ImageNet-lite, ChestX-ray14, and GTSRB datasets demonstrate that BKSEF-guided architectures achieve up to 3.1 percent accuracy improvement and 42.8 percent reduction in FLOPs compared to traditional models using uniform 3x3 kernels. Two real-world case studies further validate the approach: one for medical image classification in a cloud-based setup, and another for traffic sign recognition on edge devices. The former achieved enhanced interpretability and accuracy, while the latter reduced latency and model size significantly, with minimal accuracy trade-off. These results show that kernel size can be an active, optimizable parameter rather than a fixed heuristic. BKSEF provides practical heuristics and theoretical support for researchers and developers seeking efficient and application-aware CNN designs. It is suitable for integration into neural architecture search pipelines and real-time systems, offering a new perspective on CNN optimization.",1569,arXiv (Cornell University),repository,en,Neural Networks and Applications,0.4773,,,Artificial Intelligence,Computer Science,Physical Sciences,Neural Networks and Applications,Convolutional neural network; Kernel (algebra); Heuristics; Interpretability; Dimension (graph theory); Kernel method; Dimensionality reduction; Artificial neural network; Pattern recognition (psychology),Computer science; Convolutional neural network; Kernel (algebra); Heuristics; Interpretability; Artificial intelligence; Machine learning; Dimension (graph theory); Kernel method; Data mining; Dimensionality reduction; Artificial neural network; Pattern recognition (psychology); Computational complexity theory; Algorithm; Feature (linguistics); Enhanced Data Rates for GSM Evolution,,,2,0,https://arxiv.org/pdf/2506.14846,False,True,medium
W4409327319,Generative Artificial Intelligence,2025,book-chapter,,10.4018/979-8-3693-7398-9.ch020,https://doi.org/10.4018/979-8-3693-7398-9.ch020,https://openalex.org/W4409327319,3,False,closed,OpenAlex,"Generative Artificial Intelligence (AI) is a transformative force reshaping businesses. Advanced technology models, such as GPT-4, can produce content in various forms, from text to music, fundamentally changing many industries. The benefits are vast: personalized content for enhanced customer experiences, improved virtual assistants, fostering creativity in product design and content generation, and streamlining operations by automating routine tasks and optimizing supply chains. While Generative AI offers advanced analytics and scenario simulations for data-driven decision-making, businesses must be prepared to address various challenges. These challenges include ethical considerations, privacy concerns, regulatory compliance, and the need for skilled personnel. It is crucial for businesses to proactively address these challenges to fully harness the power of Generative AI and drive growth, efficiency, and innovation. Using Generative AI for startups will be a game-changer by contributing creative and innovative solutions in various aspects of the business.",1075,,,en,Machine Learning in Healthcare,0.9366,Explainable Artificial Intelligence (XAI),,Artificial Intelligence,Computer Science,Physical Sciences,Machine Learning in Healthcare; Explainable Artificial Intelligence (XAI),Generative grammar; Artificial intelligence; Computer science,Generative grammar; Artificial intelligence; Computer science,"M S Ramaiah University of Applied Sciences; R.V. College of Engineering; University of California, Irvine",IN; US,3,41,,True,True,high
W4407968963,Generic Framework for AI-Based E-Learning for Employee Training and Quality Learning Experience,2025,book-chapter,Apple Academic Press eBooks,10.1201/9781003535850-1,https://doi.org/10.1201/9781003535850-1,https://openalex.org/W4407968963,0,False,closed,OpenAlex,"Employee training is a continuous process in organizational development and has become a strategic element in business administration. Having your employees trained on the latest technologies, standards, norms, etc., will make them more productive, research-oriented, and innovative in the workplace. Industries are investing a significant chunk of their financial resources into training employees, especially knowledge industries like software development. The need for employee training entirely depends on the project on hand and projects in the future. Enterprises are transforming the model of training from in-person to online. It will minimize their cost of training, as well as provide convenience. The common challenges in these training platforms are lack of customized content, single-size-fits-all model, generic content with no personalization, difficulty in assessing the training effectiveness, and lesser scope for blended learning model to match heterogeneous crowds, etc. Therefore, industries have started using artificial intelligence to create new learning experiences in employee training and promote active learning. AI-based e-learning platforms focus on collecting as many data points as possible in real-time about the learner and build a model that continuously assesses the learner based on the patterns and keeps classifying them into various classes. The adaptive learning system will use these classes to propose created learning paths that provide a quality experience.",1502,Apple Academic Press eBooks,ebook platform,en,AI and HR Technologies,0.6047,,,Organizational Behavior and Human Resource Management,"Business, Management and Accounting",Social Sciences,AI and HR Technologies,Training (meteorology); Quality (philosophy); Computer science; Artificial intelligence; Knowledge management; Psychology; Geography,Training (meteorology); Quality (philosophy); Computer science; Artificial intelligence; Knowledge management; Psychology,,,3,0,,False,True,medium
W4417508881,Real Time Steering Angle Estimation Using Monocular Depth Profiling and 1D Free Space Analysis,2025,conference-paper,,10.1109/csitss67709.2025.11294701,https://doi.org/10.1109/csitss67709.2025.11294701,https://openalex.org/W4417508881,0,False,closed,OpenAlex,"Autonomous navigation systems traditionally rely on expensive sensor arrays such as LiDAR or stereo cameras to perceive their environment and make steering decisions. We propose a novel, cost effective approach that uses a monocular camera and deep learning-based depth estimation to generate steering commands in real time. Our method employs the Depth-Anything-V2 model to create depth maps from single RGB images, followed by a computationally efficient 1D free space analysis algorithm that identifies navigable paths. By analyzing a region of interest in the lower portion of the frame and computing a 1D profile of the depth information, we determine optimal steering angles with minimal computational overhead. Experimental results demonstrate that our approach achieves comparable performance to more complex systems while operating at 10–15 frames per second on consumer hardware. The system shows particular promise for low cost autonomous vehicles, mobile robots, and advanced driver assistance systems where traditional depth sensors are impractical due to cost, size, or power constraints.",1102,,,,Robotics and Sensor-Based Localization,0.5979,Advanced Vision and Imaging,Autonomous Vehicle Technology and Safety,Aerospace Engineering,Engineering,Physical Sciences,Robotics and Sensor-Based Localization; Advanced Vision and Imaging; Autonomous Vehicle Technology and Safety,Monocular; Frame rate; Profiling (computer programming); RGB color model; Lidar; Monocular vision; Frame (networking),Monocular; Computer vision; Computer science; Artificial intelligence; Frame rate; Profiling (computer programming); RGB color model; Lidar; Monocular vision; Frame (networking); Depth map; Real-time computing; Reference frame,Centre for Artificial Intelligence and Robotics,IN,5,7,,False,True,medium
W4416798172,Sankalp: AI-Powered Career Guidance System,2025,article,IEEE Access,10.1109/access.2025.3638596,https://doi.org/10.1109/access.2025.3638596,https://openalex.org/W4416798172,1,True,gold,OpenAlex,"Traditional career guidance systems often lack personalization, adaptability, and accessibility, leading to suboptimal decisions in a rapidly changing job market. This study introduces Sankalp, an AI-driven career guidance framework that combines semantic reasoning, emotion analysis, and adaptive learning to provide inclusive and explainable recommendations. Built on a multi-agent hybrid architecture, Sankalp integrates modules for semantic matching using Sentence-BERT (SBERT), emotion-aware feed- back through Valence Aware Dictionary and Sentiment Reasoner (VADER) sentiment analysis, a Naukri API–based job trends agent, a knowledge graph, and a voice assistant that supports English, Hindi, and Kannada. A reinforcement learning–based fusion layer dynamically refines recommendations based on real-time user feedback, modeling career choice as a life-span adaptive process. It was evaluated against a Curated Ground Truth (CGT) dataset using 160 participant profiles, Sankalp demonstrated superior performance, achieving a Top-1 Hit Rate of 77.5%, a Top-3 Hit Rate of 90.5%, and a high mean user satisfaction score of 4.71/5.0. The latency analysis confirmed high operational efficiency, with an average end-to-end response time of 1.25 s. Through its inclusive design and adaptive, explainable hybrid AI, Sankalp enhances the accessibility, reliability, and ethical delivery of career guidance services, aligning with the global sustainable development goals.",1469,IEEE Access,journal,en,Emotion and Mood Recognition,0.0842,Mental Health via Writing,Artificial Intelligence in Healthcare and Education,Experimental and Cognitive Psychology,Psychology,Social Sciences,Emotion and Mood Recognition; Mental Health via Writing; Artificial Intelligence in Healthcare and Education,Guidance system; Semantic reasoner; Reinforcement learning; Matching (statistics); Ground truth; Adaptive system; License; Extensibility,Computer science; Guidance system; Semantic reasoner; Reinforcement learning; Artificial intelligence; Matching (statistics); Ground truth; Human–computer interaction; Machine learning; Adaptive system; License; Extensibility; Valence (chemistry),Centre for Artificial Intelligence and Robotics,IN,4,0,https://doi.org/10.1109/access.2025.3638596,False,True,medium
W4411584769,StrideSync -AI Enhanced Workout Tracking and Form Validation,2025,conference-paper,,10.1109/ickecs65700.2025.11035904,https://doi.org/10.1109/ickecs65700.2025.11035904,https://openalex.org/W4411584769,1,False,closed,OpenAlex,"StrideSync is an innovative solution that enhances fitness tracking and nutritional analysis through advanced AI and computer vision technologies. As personal fitness and dietary management gain significance in promoting health and wellness, existing solutions often lack real-time monitoring and personalized feedback, creating a gap in user engagement and effectiveness. This paper presents StrideSync’s methodology, which integrates real-time object detection using a pre-trained YOLOv3 model to accurately identify food items and calculate their nutritional values based on user input weights. Additionally, it employs advanced pose estimation algorithms to monitor exercise forms across diverse workouts, providing users with actionable insights to improve performance. Our system includes an intuitive web interface that displays real-time nutritional information and visualizes data through interactive charts, fostering user understanding of their dietary intake. After rigorous testing, StrideSync demonstrated significant accuracy in exercise tracking and food composition analysis, offering a comprehensive health management tool. Future enhancements will focus on personalized feedback mechanisms, expanded exercise databases, and holistic health metrics like heart rate tracking. Ultimately, StrideSync aims to empower users to achieve their fitness and nutritional goals, contributing to a healthier lifestyle through technology-driven solutions.",1460,,,en,Manufacturing Process and Optimization,0.9824,,,Industrial and Manufacturing Engineering,Engineering,Physical Sciences,Manufacturing Process and Optimization,Computer science; Tracking (education); Artificial intelligence,Computer science; Tracking (education); Artificial intelligence,,,7,6,,False,True,medium
W4407897849,Synergizing Technology and Mindfulness in Leadership,2025,book-chapter,"Advances in logistics, operations, and management science book series",10.4018/979-8-3373-1687-1.ch005,https://doi.org/10.4018/979-8-3373-1687-1.ch005,https://openalex.org/W4407897849,0,False,closed,OpenAlex,"Mindful leaders deeply understand their emotions, strengths, weaknesses, values, and empathy, allowing them to lead the team more authentically and with integrity. Leaders will follow the principle of mindfulness and have a balanced approach to managing teams and the organization. These leaders navigate themselves and their teams in relevance to challenges and setbacks, maintain resilience, and inspire and promote overall well-being and productivity. By leveraging technological developments, leaders can better understand their teams' dynamics, improve decision-making, and create inclusive yet collaborative work environments. The main aim of embracing technology in mindful leadership is to augment leadership effectiveness and organizational resilience in the digital disruptive era.",791,"Advances in logistics, operations, and management science book series",book series,en,Mindfulness and Compassion Interventions,0.9929,Workplace Spirituality and Leadership,Child Therapy and Development,Clinical Psychology,Psychology,Social Sciences,Mindfulness and Compassion Interventions; Workplace Spirituality and Leadership; Child Therapy and Development,Mindfulness; Psychology; Business; Psychotherapist,Mindfulness; Psychology; Business,M S Ramaiah University of Applied Sciences; R.V. College of Engineering,IN,2,50,,True,True,high
